COMUNA,TIPO DE ACCIDENTE,GRAVEDAD,MES,DIA SEMANA,NUMERO ACCIDENTE
Laureles Estadio,Atropello,HERIDO,06,JUEVES   ,9
Robledo,Volcamiento,HERIDO,11,MIERCOLES,11
Robledo,Atropello,HERIDO,06,MARTES   ,6
Doce de Octubre,Choque,SOLO DANOS,09,JUEVES   ,8
Villa Hermosa,Otro,HERIDO,12,JUEVES   ,6
Otro,Choque,SOLO DANOS,12,SABADO   ,0
Laureles Estadio,Choque,SOLO DANOS,09,LUNES    ,97
La America,Otro,HERIDO,12,MIERCOLES,6
La America,Volcamiento,HERIDO,06,SABADO   ,0
San Javier,Choque,SOLO DANOS,11,MARTES   ,8
Buenos Aires,Choque,SOLO DANOS,12,SABADO   ,22
Guayabal,Caida ocupante,HERIDO,07,MARTES   ,7
Castilla,Otro,HERIDO,11,MIERCOLES,18
Corregimiento de Santa Elena,Otro,HERIDO,12,MARTES   ,0
Belen,Volcamiento,HERIDO,05,DOMINGO  ,1
Aranjuez,Atropello,MUERTO,07,MIERCOLES,0
La America,Caida ocupante,HERIDO,05,VIERNES  ,0
In,Choque,SOLO DANOS,08,JUEVES   ,0
La Candelaria,Otro,SOLO DANOS,08,LUNES    ,1
Belen,Choque,SOLO DANOS,03,JUEVES   ,55
Manrique,Volcamiento,HERIDO,11,DOMINGO  ,1
Castilla,Volcamiento,HERIDO,09,VIERNES  ,4
Belen,Atropello,HERIDO,09,JUEVES   ,9
Corregimiento de Santa Elena,Atropello,HERIDO,08,LUNES    ,0
MUERTO,Choque,Malla vial,12,LUNES    ,1
Corregimiento de San Antonio de Prado,Choque,SOLO DANOS,03,SABADO   ,0
Guayabal,Choque,SOLO DANOS,04,MARTES   ,59
Castilla,Atropello,MUERTO,10,LUNES    ,0
Villa Hermosa,Choque,HERIDO,06,VIERNES  ,10
Guayabal,Choque,SOLO DANOS,12,LUNES    ,64
Buenos Aires,Atropello,HERIDO,12,DOMINGO  ,8
In,Atropello,HERIDO,08,SABADO   ,0
Popular,Choque,HERIDO,08,DOMINGO  ,8
Belen,Choque,SOLO DANOS,09,SABADO   ,55
Buenos Aires,Caida ocupante,HERIDO,02,SABADO   ,5
Manrique,Choque,SOLO DANOS,03,JUEVES   ,6
Corregimiento de San Antonio de Prado,Otro,HERIDO,09,JUEVES   ,0
Guayabal,Choque,HERIDO,04,MARTES   ,23
Corregimiento de Altavista,Atropello,HERIDO,03,MIERCOLES,0
Laureles Estadio,Caida ocupante,HERIDO,01,MARTES   ,13
Guayabal,Choque,HERIDO,12,LUNES    ,30
Popular,Choque,SOLO DANOS,07,VIERNES  ,4
La Candelaria,Atropello,HERIDO,01,VIERNES  ,34
Corregimiento de San Antonio de Prado,Atropello,HERIDO,12,VIERNES  ,1
Aranjuez,Volcamiento,HERIDO,06,VIERNES  ,2
Corregimiento de Santa Elena,Choque,HERIDO,09,JUEVES   ,0
La America,Choque,HERIDO,09,DOMINGO  ,2
Robledo,Caida ocupante,HERIDO,02,MARTES   ,6
Guayabal,Atropello,MUERTO,11,MARTES   ,0
Villa Hermosa,Caida ocupante,HERIDO,07,JUEVES   ,5
Robledo,Caida ocupante,HERIDO,10,LUNES    ,19
Castilla,Choque,HERIDO,08,DOMINGO  ,23
Corregimiento de San Cristobal,Choque,HERIDO,11,MIERCOLES,3
Corregimiento de San Cristobal,Volcamiento,HERIDO,01,MIERCOLES,0
La America,Volcamiento,HERIDO,12,MARTES   ,0
Manrique,Choque,SOLO DANOS,09,SABADO   ,13
Robledo,Choque,HERIDO,12,MIERCOLES,18
Belen,Otro,HERIDO,11,DOMINGO  ,11
Aranjuez,Caida ocupante,HERIDO,02,SABADO   ,6
Belen,Caida ocupante,HERIDO,07,MARTES   ,5
Otro,Choque,HERIDO,02,JUEVES   ,0
Doce de Octubre,Otro,HERIDO,06,VIERNES  ,7
Castilla,Choque,SOLO DANOS,01,SABADO   ,68
Corregimiento de San Antonio de Prado,Atropello,HERIDO,03,MIERCOLES,1
Corregimiento de Altavista,Choque,SOLO DANOS,09,MARTES   ,0
Guayabal,Atropello,HERIDO,04,MIERCOLES,5
Guayabal,Otro,HERIDO,03,DOMINGO  ,6
Castilla,Choque,HERIDO,11,VIERNES  ,28
Manrique,Atropello,HERIDO,06,JUEVES   ,8
Santa Cruz,Caida ocupante,HERIDO,04,LUNES    ,0
Buenos Aires,Atropello,HERIDO,04,VIERNES  ,3
Aranjuez,Choque,HERIDO,10,SABADO   ,27
Buenos Aires,Choque,MUERTO,03,LUNES    ,0
Villa Hermosa,Choque,SOLO DANOS,10,DOMINGO  ,10
La America,Volcamiento,HERIDO,09,LUNES    ,2
Laureles Estadio,Caida ocupante,HERIDO,11,SABADO   ,3
San Javier,Caida ocupante,HERIDO,03,DOMINGO  ,2
Belen,Caida ocupante,HERIDO,11,JUEVES   ,4
San Javier,Atropello,HERIDO,07,VIERNES  ,1
La Candelaria,Otro,HERIDO,04,MIERCOLES,29
Robledo,Caida ocupante,HERIDO,12,SABADO   ,18
In,Otro,HERIDO,10,JUEVES   ,0
Laureles Estadio,Volcamiento,HERIDO,05,MIERCOLES,5
La America,Atropello,HERIDO,08,VIERNES  ,5
El Poblado,Volcamiento,HERIDO,06,MIERCOLES,3
Villa Hermosa,Otro,SOLO DANOS,07,VIERNES  ,0
Doce de Octubre,Caida ocupante,HERIDO,02,LUNES    ,5
Otro,Choque,SOLO DANOS,11,JUEVES   ,3
La America,Volcamiento,HERIDO,05,JUEVES   ,1
Villa Hermosa,Volcamiento,HERIDO,10,DOMINGO  ,2
Corregimiento de San Antonio de Prado,Choque,HERIDO,04,SABADO   ,5
Belen,Otro,HERIDO,03,VIERNES  ,7
AU,Otro,HERIDO,06,LUNES    ,0
San Javier,Atropello,HERIDO,10,MIERCOLES,2
Buenos Aires,Choque,SOLO DANOS,11,JUEVES   ,25
Santa Cruz,Caida ocupante,HERIDO,06,SABADO   ,2
Buenos Aires,Caida ocupante,HERIDO,05,LUNES    ,7
El Poblado,Caida ocupante,HERIDO,10,SABADO   ,5
La America,Choque,SOLO DANOS,11,LUNES    ,16
Laureles Estadio,Atropello,MUERTO,12,MIERCOLES,0
Robledo,Otro,HERIDO,05,MIERCOLES,25
Guayabal,Volcamiento,HERIDO,08,MIERCOLES,2
Doce de Octubre,Choque,HERIDO,08,LUNES    ,17
Corregimiento de San Cristobal,Atropello,HERIDO,02,MARTES   ,0
El Poblado,Volcamiento,HERIDO,01,LUNES    ,3
Corregimiento de San Antonio de Prado,Choque,SOLO DANOS,02,JUEVES   ,5
Corregimiento de San Cristobal,Atropello,HERIDO,10,LUNES    ,2
San Javier,Otro,HERIDO,02,SABADO   ,5
Belen,Atropello,HERIDO,12,DOMINGO  ,5
Villa Hermosa,Choque,SOLO DANOS,02,VIERNES  ,7
Aranjuez,Atropello,HERIDO,12,VIERNES  ,16
Doce de Octubre,Caida ocupante,HERIDO,04,SABADO   ,1
In,Atropello,HERIDO,07,JUEVES   ,0
Castilla,Atropello,HERIDO,11,MIERCOLES,9
Belen,Choque,SOLO DANOS,08,JUEVES   ,38
Buenos Aires,Caida ocupante,HERIDO,01,JUEVES   ,1
Aranjuez,Caida ocupante,HERIDO,05,LUNES    ,11
Robledo,Volcamiento,HERIDO,03,MARTES   ,2
Robledo,Volcamiento,HERIDO,11,LUNES    ,4
Corregimiento de San Antonio de Prado,Choque,SOLO DANOS,08,SABADO   ,1
Guayabal,Choque,SOLO DANOS,09,MARTES   ,47
Buenos Aires,Otro,HERIDO,09,DOMINGO  ,5
Laureles Estadio,Atropello,HERIDO,01,VIERNES  ,8
La America,Otro,HERIDO,04,MARTES   ,5
La America,Otro,HERIDO,12,LUNES    ,4
Guayabal,Choque,MUERTO,08,DOMINGO  ,0
Buenos Aires,Caida ocupante,HERIDO,07,SABADO   ,6
Corregimiento de Santa Elena,Choque,HERIDO,12,DOMINGO  ,0
Villa Hermosa,Volcamiento,HERIDO,02,VIERNES  ,2
Manrique,Choque,HERIDO,05,MIERCOLES,8
Santa Cruz,Otro,HERIDO,11,MIERCOLES,3
La Candelaria,Caida ocupante,HERIDO,04,DOMINGO  ,5
Villa Hermosa,Caida ocupante,HERIDO,10,DOMINGO  ,1
Corregimiento de San Antonio de Prado,Choque,HERIDO,10,MARTES   ,0
Manrique,Choque,SOLO DANOS,08,JUEVES   ,7
Aranjuez,Choque,HERIDO,05,MARTES   ,24
Buenos Aires,Volcamiento,HERIDO,05,VIERNES  ,2
El Poblado,Atropello,HERIDO,06,DOMINGO  ,2
Guayabal,Choque,HERIDO,09,MARTES   ,33
Corregimiento de Altavista,Atropello,HERIDO,08,MIERCOLES,1
Laureles Estadio,Caida ocupante,HERIDO,06,MARTES   ,12
Aranjuez,Caida ocupante,HERIDO,01,JUEVES   ,8
La Candelaria,Atropello,HERIDO,06,VIERNES  ,26
Aranjuez,Atropello,MUERTO,07,LUNES    ,0
Corregimiento de Santa Elena,Atropello,HERIDO,09,JUEVES   ,1
El Poblado,Volcamiento,HERIDO,03,SABADO   ,2
Robledo,Caida ocupante,HERIDO,07,MARTES   ,8
Corregimiento de San Cristobal,Volcamiento,HERIDO,06,MIERCOLES,0
El Poblado,Otro,HERIDO,12,JUEVES   ,9
El Poblado,Choque,HERIDO,09,DOMINGO  ,1
Corregimiento de Santa Elena,Choque,SOLO DANOS,03,DOMINGO  ,3
Moscu No. 2,Atropello,MUERTO,06,LUNES    ,0
La Candelaria,Choque,SOLO DANOS,04,DOMINGO  ,45
Belen,Choque,HERIDO,06,DOMINGO  ,10
Corregimiento de San Cristobal,Caida ocupante,HERIDO,05,MARTES   ,5
Belen,Choque,MUERTO,02,SABADO   ,0
Aranjuez,Caida ocupante,HERIDO,07,SABADO   ,6
Doce de Octubre,Atropello,HERIDO,11,MARTES   ,13
Otro,Caida ocupante,HERIDO,10,SABADO   ,0
Belen,Atropello,HERIDO,04,VIERNES  ,5
Belen,Atropello,MUERTO,02,MARTES   ,0
Belen,Atropello,MUERTO,10,LUNES    ,0
Corregimiento de San Antonio de Prado,Atropello,HERIDO,08,MIERCOLES,0
Corregimiento de San Antonio de Prado,Caida ocupante,HERIDO,10,SABADO   ,1
Guayabal,Atropello,HERIDO,09,MIERCOLES,3
Doce de Octubre,Caida ocupante,HERIDO,10,MARTES   ,11
La America,Choque,HERIDO,01,SABADO   ,8
Buenos Aires,Choque,HERIDO,04,MIERCOLES,15
Robledo,Caida ocupante,HERIDO,11,JUEVES   ,25
Robledo,Otro,HERIDO,02,SABADO   ,5
Santa Cruz,Atropello,HERIDO,05,VIERNES  ,4
Santa Cruz,Caida ocupante,HERIDO,09,LUNES    ,2
Laureles Estadio,Choque,HERIDO,04,DOMINGO  ,21
Buenos Aires,Atropello,HERIDO,09,VIERNES  ,9
Villa Hermosa,Choque,HERIDO,01,MARTES   ,11
Corregimiento de San Cristobal,Choque,HERIDO,03,MARTES   ,2
Corregimiento de San Cristobal,Choque,HERIDO,11,LUNES    ,6
Corregimiento de San Cristobal,Volcamiento,HERIDO,01,LUNES    ,0
Corregimiento de Santa Elena,Caida ocupante,HERIDO,12,DOMINGO  ,0
San Javier,Caida ocupante,HERIDO,08,DOMINGO  ,3
Aranjuez,Atropello,MUERTO,09,SABADO   ,0
La Candelaria,Otro,HERIDO,09,MIERCOLES,29
Robledo,Choque,HERIDO,04,MARTES   ,21
Corregimiento de Santa Elena,Choque,HERIDO,04,VIERNES  ,2
Robledo,Choque,HERIDO,12,LUNES    ,11
Castilla,Caida ocupante,HERIDO,05,MIERCOLES,20
Villa Hermosa,Caida ocupante,HERIDO,02,VIERNES  ,3
Popular,Caida ocupante,HERIDO,10,VIERNES  ,0
Corregimiento de San Antonio de Prado,Choque,HERIDO,03,JUEVES   ,2
Manrique,Volcamiento,HERIDO,11,MIERCOLES,2
Guayabal,Otro,HERIDO,11,VIERNES  ,16
Aranjuez,Volcamiento,HERIDO,01,MARTES   ,4
Buenos Aires,Choque,SOLO DANOS,02,DOMINGO  ,17
Buenos Aires,Otro,HERIDO,04,MIERCOLES,12
Buenos Aires,Atropello,HERIDO,12,MIERCOLES,5
Corregimiento de San Antonio de Prado,Atropello,HERIDO,03,LUNES    ,0
Guayabal,Atropello,HERIDO,04,LUNES    ,4
Belen,Otro,HERIDO,08,VIERNES  ,18
Corregimiento de San Cristobal,Otro,HERIDO,01,MIERCOLES,2
Guayabal,Choque,MUERTO,03,MIERCOLES,0
Manrique,Choque,HERIDO,02,SABADO   ,17
Jesus Nazareno,Choque,MUERTO,05,MIERCOLES,0
La America,Caida ocupante,HERIDO,10,SABADO   ,2
Doce de Octubre,Caida ocupante,MUERTO,01,VIERNES  ,0
El Poblado,Atropello,HERIDO,01,MIERCOLES,2
San Javier,Otro,HERIDO,01,JUEVES   ,4
Robledo,Choque,SOLO DANOS,09,MIERCOLES,33
Castilla,Choque,SOLO DANOS,12,MARTES   ,70
Doce de Octubre,Otro,HERIDO,01,MARTES   ,5
La Candelaria,Otro,HERIDO,04,LUNES    ,18
La America,Choque,SOLO DANOS,08,MARTES   ,26
Villa Hermosa,Choque,HERIDO,11,SABADO   ,4
Aranjuez,Choque,SOLO DANOS,09,MIERCOLES,17
Guayabal,Otro,SOLO DANOS,07,VIERNES  ,0
Doce de Octubre,Caida ocupante,HERIDO,03,JUEVES   ,11
El Poblado,Choque,HERIDO,04,MIERCOLES,33
Robledo,Volcamiento,SOLO DANOS,01,MIERCOLES,0
Laureles Estadio,Volcamiento,HERIDO,05,LUNES    ,4
El Poblado,Volcamiento,HERIDO,06,LUNES    ,3
Corregimiento de San Antonio de Prado,Choque,SOLO DANOS,07,JUEVES   ,5
Belen,Choque,HERIDO,01,MIERCOLES,15
Villa Hermosa,Choque,SOLO DANOS,07,VIERNES  ,13
Doce de Octubre,Caida ocupante,HERIDO,09,SABADO   ,2
San Javier,Choque,SOLO DANOS,11,DOMINGO  ,7
La Candelaria,Choque,HERIDO,12,MIERCOLES,88
Santa Cruz,Volcamiento,HERIDO,02,MIERCOLES,0
Aranjuez,Volcamiento,HERIDO,11,SABADO   ,3
Popular,Choque,HERIDO,03,LUNES    ,2
San Javier,Atropello,HERIDO,02,MARTES   ,2
Guayabal,Atropello,HERIDO,06,SABADO   ,6
Buenos Aires,Caida ocupante,HERIDO,06,JUEVES   ,3
Aranjuez,Otro,HERIDO,05,VIERNES  ,15
El Poblado,Choque,SOLO DANOS,01,JUEVES   ,68
Robledo,Volcamiento,HERIDO,08,MARTES   ,5
San Javier,Atropello,HERIDO,10,LUNES    ,5
La Candelaria,Volcamiento,HERIDO,10,JUEVES   ,9
Doce de Octubre,Choque,SOLO DANOS,11,MIERCOLES,5
Corregimiento de San Antonio de Prado,Caida ocupante,HERIDO,05,MARTES   ,1
Laureles Estadio,Atropello,HERIDO,06,VIERNES  ,16
La America,Otro,HERIDO,09,MARTES   ,9
Villa Hermosa,Otro,SOLO DANOS,02,MARTES   ,0
Villa Hermosa,Atropello,HERIDO,01,MARTES   ,4
Villa Hermosa,Otro,HERIDO,12,VIERNES  ,10
La America,Choque,HERIDO,04,LUNES    ,22
Robledo,Otro,HERIDO,05,LUNES    ,19
Belen,Volcamiento,HERIDO,02,SABADO   ,4
Villa Hermosa,Volcamiento,HERIDO,07,VIERNES  ,0
Doce de Octubre,Otro,HERIDO,11,SABADO   ,2
La Candelaria,Caida ocupante,HERIDO,09,DOMINGO  ,6
San Javier,Caida ocupante,HERIDO,03,MIERCOLES,6
Aranjuez,Atropello,HERIDO,08,MIERCOLES,15
Castilla,Otro,HERIDO,08,MARTES   ,24
El Poblado,Otro,HERIDO,03,DOMINGO  ,5
Otro,Volcamiento,HERIDO,11,JUEVES   ,0
Aranjuez,Caida ocupante,HERIDO,06,JUEVES   ,8
Robledo,Volcamiento,HERIDO,12,JUEVES   ,3
El Poblado,Volcamiento,HERIDO,08,SABADO   ,4
Corregimiento de San Antonio de Prado,Volcamiento,HERIDO,05,DOMINGO  ,0
Buenos Aires,Otro,HERIDO,01,SABADO   ,8
Castilla,Choque,SOLO DANOS,05,JUEVES   ,62
In,Choque,SOLO DANOS,10,MIERCOLES,0
Corregimiento de San Antonio de Prado,Otro,HERIDO,08,VIERNES  ,1
Robledo,Atropello,HERIDO,10,VIERNES  ,13
Popular,Choque,HERIDO,05,SABADO   ,2
Villa Hermosa,Otro,HERIDO,03,MIERCOLES,4
El Poblado,Volcamiento,SOLO DANOS,03,SABADO   ,0
San Javier,Atropello,HERIDO,12,SABADO   ,3
Laureles Estadio,Choque,SOLO DANOS,05,VIERNES  ,112
La Candelaria,Caida ocupante,HERIDO,12,VIERNES  ,17
Corregimiento de Altavista,Volcamiento,HERIDO,07,MIERCOLES,0
San Javier,Choque,SOLO DANOS,03,VIERNES  ,4
Santa Cruz,Otro,HERIDO,03,MARTES   ,3
La America,Caida ocupante,HERIDO,05,MARTES   ,1
Manrique,Choque,HERIDO,05,LUNES    ,15
Santa Cruz,Otro,HERIDO,11,LUNES    ,4
El Poblado,Otro,SOLO DANOS,03,MIERCOLES,0
Guayabal,Caida ocupante,HERIDO,11,VIERNES  ,10
Buenos Aires,Choque,HERIDO,09,MIERCOLES,18
La America,Choque,HERIDO,06,SABADO   ,8
Robledo,Otro,HERIDO,07,SABADO   ,22
Castilla,Choque,HERIDO,05,SABADO   ,41
Corregimiento de Altavista,Atropello,HERIDO,08,LUNES    ,0
El Poblado,Choque,HERIDO,01,SABADO   ,15
Laureles Estadio,Choque,HERIDO,09,DOMINGO  ,16
Robledo,Choque,MUERTO,08,DOMINGO  ,0
Corregimiento de San Antonio de Prado,Otro,HERIDO,11,MIERCOLES,0
Laureles Estadio,Otro,HERIDO,07,VIERNES  ,17
Robledo,Atropello,HERIDO,01,MIERCOLES,5
Villa Hermosa,Choque,HERIDO,06,MARTES   ,6
La Candelaria,Choque,SOLO DANOS,12,VIERNES  ,226
Corregimiento de San Cristobal,Choque,HERIDO,08,MARTES   ,2
Corregimiento de Altavista,Choque,SOLO DANOS,09,DOMINGO  ,1
Corregimiento de Altavista,Choque,HERIDO,03,DOMINGO  ,2
Robledo,Choque,HERIDO,09,MARTES   ,24
Otro,Choque,SOLO DANOS,07,DOMINGO  ,1
Corregimiento de San Antonio de Prado,Choque,HERIDO,08,JUEVES   ,3
Santa Cruz,Choque,HERIDO,02,DOMINGO  ,7
La Candelaria,Atropello,HERIDO,01,MARTES   ,35
Aranjuez,Volcamiento,HERIDO,06,MARTES   ,1
Buenos Aires,Choque,SOLO DANOS,07,DOMINGO  ,21
Buenos Aires,Otro,HERIDO,09,MIERCOLES,6
Corregimiento de San Antonio de Prado,Atropello,HERIDO,08,LUNES    ,0
Corregimiento de San Cristobal,Caida ocupante,HERIDO,01,DOMINGO  ,2
Guayabal,Atropello,HERIDO,09,LUNES    ,11
Laureles Estadio,Otro,HERIDO,10,MIERCOLES,14
Buenos Aires,Choque,HERIDO,04,LUNES    ,13
Villa Hermosa,Choque,HERIDO,10,JUEVES   ,11
Corregimiento de San Cristobal,Otro,HERIDO,06,MIERCOLES,3
Manrique,Choque,HERIDO,07,SABADO   ,12
Popular,Choque,HERIDO,11,MARTES   ,1
El Poblado,Atropello,HERIDO,06,MIERCOLES,5
Otro,Otro,HERIDO,02,JUEVES   ,1
San Javier,Otro,HERIDO,06,JUEVES   ,1
Corregimiento de Altavista,Otro,HERIDO,09,MIERCOLES,0
Doce de Octubre,Otro,HERIDO,06,MARTES   ,4
La Candelaria,Otro,HERIDO,09,LUNES    ,21
Castilla,Caida ocupante,HERIDO,05,LUNES    ,12
Buenos Aires,Atropello,MUERTO,03,DOMINGO  ,0
Doce de Octubre,Caida ocupante,HERIDO,08,JUEVES   ,5
Popular,Choque,SOLO DANOS,11,JUEVES   ,8
Aranjuez,Volcamiento,HERIDO,10,JUEVES   ,3
Manrique,Volcamiento,HERIDO,03,MARTES   ,0
Manrique,Volcamiento,HERIDO,11,LUNES    ,1
La America,Choque,HERIDO,12,MARTES   ,12
El Poblado,Choque,HERIDO,09,MIERCOLES,24
Popular,Volcamiento,HERIDO,12,MIERCOLES,1
Castilla,Choque,HERIDO,11,MARTES   ,36
La Candelaria,Volcamiento,HERIDO,01,DOMINGO  ,6
Belen,Choque,HERIDO,06,MIERCOLES,27
Buenos Aires,Otro,HERIDO,04,LUNES    ,6
Buenos Aires,Atropello,HERIDO,04,MARTES   ,2
Buenos Aires,Atropello,HERIDO,12,LUNES    ,3
Buenos Aires,Volcamiento,HERIDO,10,SABADO   ,3
Santa Cruz,Volcamiento,HERIDO,07,MIERCOLES,0
La Candelaria,Atropello,HERIDO,11,SABADO   ,26
Corregimiento de San Cristobal,Otro,HERIDO,01,LUNES    ,1
Doce de Octubre,Choque,HERIDO,12,DOMINGO  ,13
San Javier,Atropello,HERIDO,07,MARTES   ,7
Belen,Volcamiento,HERIDO,01,JUEVES   ,2
Buenos Aires,Choque,HERIDO,06,SABADO   ,19
Doce de Octubre,Otro,HERIDO,10,JUEVES   ,7
Otro,Choque,MUERTO,10,SABADO   ,0
El Poblado,Atropello,HERIDO,01,LUNES    ,2
Popular,Otro,HERIDO,04,DOMINGO  ,2
Corregimiento de Altavista,Otro,HERIDO,04,LUNES    ,1
Belen,Caida ocupante,HERIDO,02,MIERCOLES,9
Villa Hermosa,Atropello,HERIDO,06,MARTES   ,3
Aranjuez,Choque,SOLO DANOS,09,LUNES    ,38
El Poblado,Volcamiento,HERIDO,07,JUEVES   ,4
Belen,Volcamiento,HERIDO,07,SABADO   ,6
Corregimiento de Altavista,Choque,SOLO DANOS,04,MIERCOLES,0
El Poblado,Choque,HERIDO,04,LUNES    ,25
Castilla,Caida ocupante,HERIDO,07,SABADO   ,8
El Poblado,Otro,HERIDO,08,DOMINGO  ,4
Popular,Choque,HERIDO,04,JUEVES   ,6
Popular,Atropello,HERIDO,05,MARTES   ,5
Belen,Choque,HERIDO,01,LUNES    ,16
San Javier,Atropello,HERIDO,11,JUEVES   ,4
Otro,Choque,SOLO DANOS,02,MIERCOLES,4
Santa Cruz,Atropello,HERIDO,10,SABADO   ,2
Castilla,Choque,MUERTO,02,VIERNES  ,0
La Candelaria,Choque,HERIDO,04,MARTES   ,64
Castilla,Atropello,HERIDO,08,MARTES   ,7
La Candelaria,Choque,HERIDO,12,LUNES    ,57
Buenos Aires,Otro,HERIDO,06,SABADO   ,3
Corregimiento de San Cristobal,Choque,SOLO DANOS,01,MARTES   ,6
Belen,Choque,SOLO DANOS,10,MIERCOLES,45
San Javier,Volcamiento,HERIDO,10,VIERNES  ,1
Aranjuez,Choque,MUERTO,01,SABADO   ,1
Villa Hermosa,Otro,HERIDO,08,MIERCOLES,4
La America,Choque,HERIDO,05,JUEVES   ,14
Guayabal,Choque,MUERTO,05,SABADO   ,0
Robledo,Otro,HERIDO,06,JUEVES   ,17
Doce de Octubre,Choque,SOLO DANOS,11,LUNES    ,11
Castilla,Choque,HERIDO,04,JUEVES   ,32
Otro,Atropello,HERIDO,11,SABADO   ,0
La Candelaria,Caida ocupante,HERIDO,01,SABADO   ,16
Robledo,Caida ocupante,HERIDO,07,DOMINGO  ,10
El Poblado,Atropello,HERIDO,03,SABADO   ,3
San Javier,Choque,SOLO DANOS,08,VIERNES  ,7
Santa Cruz,Otro,HERIDO,08,MARTES   ,0
San Javier,Caida ocupante,HERIDO,03,LUNES    ,8
Doce de Octubre,Choque,HERIDO,04,VIERNES  ,6
Doce de Octubre,Atropello,HERIDO,11,DOMINGO  ,5
El Poblado,Choque,HERIDO,06,SABADO   ,22
Manrique,Choque,SOLO DANOS,10,MIERCOLES,6
Corregimiento de Santa Elena,Otro,HERIDO,09,VIERNES  ,0
Robledo,Atropello,HERIDO,06,MIERCOLES,7
Castilla,Otro,HERIDO,04,DOMINGO  ,11
Belen,Choque,HERIDO,03,SABADO   ,21
Corregimiento de Altavista,Caida ocupante,HERIDO,09,DOMINGO  ,0
Castilla,Volcamiento,HERIDO,04,DOMINGO  ,3
Santa Cruz,Volcamiento,HERIDO,04,SABADO   ,0
Villa Hermosa,Otro,HERIDO,03,LUNES    ,6
San Javier,Choque,SOLO DANOS,11,MIERCOLES,11
Manrique,Choque,HERIDO,06,JUEVES   ,7
Corregimiento de Altavista,Volcamiento,HERIDO,07,LUNES    ,0
Santa Cruz,Otro,HERIDO,12,JUEVES   ,1
El Poblado,Caida ocupante,HERIDO,05,DOMINGO  ,1
Buenos Aires,Volcamiento,HERIDO,05,MARTES   ,2
Santa Cruz,Choque,HERIDO,07,DOMINGO  ,5
La Candelaria,Atropello,HERIDO,06,MARTES   ,30
Corregimiento de Altavista,Atropello,HERIDO,09,JUEVES   ,0
Laureles Estadio,Choque,HERIDO,01,SABADO   ,42
Buenos Aires,Choque,HERIDO,09,LUNES    ,21
San Javier,Caida ocupante,HERIDO,05,SABADO   ,4
Corregimiento de San Antonio de Prado,Otro,HERIDO,03,MARTES   ,0
Laureles Estadio,Caida ocupante,HERIDO,10,VIERNES  ,10
Corregimiento de San Antonio de Prado,Otro,HERIDO,11,LUNES    ,0
Aranjuez,Atropello,MUERTO,03,VIERNES  ,0
Robledo,Atropello,HERIDO,01,LUNES    ,4
Aranjuez,Otro,HERIDO,10,SABADO   ,7
Popular,Choque,SOLO DANOS,02,DOMINGO  ,3
Guayabal,Choque,SOLO DANOS,04,MIERCOLES,55
Manrique,Atropello,MUERTO,09,MARTES   ,0
Santa Cruz,Choque,HERIDO,10,VIERNES  ,2
La Candelaria,Atropello,HERIDO,10,JUEVES   ,28
Manrique,Volcamiento,HERIDO,08,MARTES   ,2
Doce de Octubre,Atropello,HERIDO,03,VIERNES  ,4
Santa Cruz,Atropello,HERIDO,05,MARTES   ,4
La Candelaria,Volcamiento,HERIDO,06,DOMINGO  ,1
Buenos Aires,Otro,HERIDO,09,LUNES    ,4
Buenos Aires,Atropello,HERIDO,09,MARTES   ,1
Laureles Estadio,Caida ocupante,HERIDO,01,MIERCOLES,7
Laureles Estadio,Otro,HERIDO,02,MARTES   ,18
Castilla,Choque,SOLO DANOS,12,DOMINGO  ,38
Laureles Estadio,Otro,HERIDO,10,LUNES    ,12
Robledo,Caida ocupante,HERIDO,02,MIERCOLES,14
Corregimiento de San Cristobal,Otro,HERIDO,06,LUNES    ,0
Santa Cruz,Caida ocupante,HERIDO,05,VIERNES  ,0
Belen,Volcamiento,HERIDO,06,JUEVES   ,10
Manrique,Otro,HERIDO,03,DOMINGO  ,2
Popular,Caida ocupante,HERIDO,10,MARTES   ,2
El Poblado,Atropello,HERIDO,06,LUNES    ,2
Popular,Otro,HERIDO,09,DOMINGO  ,1
Belen,Caida ocupante,HERIDO,07,MIERCOLES,7
Manrique,Volcamiento,HERIDO,12,JUEVES   ,0
Guayabal,Otro,HERIDO,11,MARTES   ,10
Robledo,Choque,MUERTO,08,MIERCOLES,0
Popular,Atropello,MUERTO,09,DOMINGO  ,0
Laureles Estadio,Choque,SOLO DANOS,10,SABADO   ,103
Buenos Aires,Otro,HERIDO,05,JUEVES   ,6
Corregimiento de Altavista,Choque,SOLO DANOS,09,MIERCOLES,0
Doce de Octubre,Volcamiento,HERIDO,01,VIERNES  ,1
Robledo,Volcamiento,SOLO DANOS,06,LUNES    ,0
El Poblado,Choque,HERIDO,09,LUNES    ,27
Corregimiento de Altavista,Choque,HERIDO,03,MIERCOLES,1
San Javier,Caida ocupante,HERIDO,11,MARTES   ,0
Popular,Choque,HERIDO,09,JUEVES   ,2
Belen,Choque,HERIDO,06,LUNES    ,17
La America,Atropello,HERIDO,03,DOMINGO  ,0
La America,Otro,HERIDO,09,DOMINGO  ,4
La Candelaria,Choque,HERIDO,09,MARTES   ,79
Santa Cruz,Volcamiento,HERIDO,07,LUNES    ,1
Guayabal,Volcamiento,HERIDO,12,DOMINGO  ,1
